,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track.num_samples,track.duration,track.offset_seconds,track.window_seconds,track.analysis_sample_rate,track.analysis_channels,track.end_of_fade_in,track.start_of_fade_out,track.loudness,track.tempo,track.tempo_confidence,track.time_signature,track.time_signature_confidence,track.key,track.key_confidence,track.mode,track.mode_confidence,identity,Song_Name
5,0.795,0.594,0,-6.2,1,0.0748,0.112,0.0,0.162,0.409,135.002,275080,4,6065514,275.08,0,0,22050,1,2.08399,255.23955,-6.2,135.002,0.564,4,0.881,0,0.354,1,0.741,21,Love Galore (feat. Travis Scott)
6,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4,5119716,232.18668,0,0,22050,1,0.0,227.4917,-4.946,96.924,0.196,4,0.986,8,0.288,1,0.495,21,All The Stars (with SZA)
7,0.769,0.384,5,-7.414,0,0.0353,0.239,0.000227,0.0762,0.23,106.002,230965,4,5092770,230.96463,0,0,22050,1,0.08689,222.65614,-7.414,106.002,0.584,4,1.0,5,0.181,0,0.168,21,fue mejor (feat. SZA)
8,0.384,0.367,4,-9.413,1,0.0628,0.242,0.0,0.134,0.166,70.781,272187,3,6001716,272.18668,0,0,22050,1,0.0,272.18668,-9.413,70.781,0.061,3,0.418,4,0.0,1,0.149,21,The Weekend
9,0.577,0.523,0,-5.538,0,0.0429,0.491,0.0,0.147,0.29,134.93,231400,4,5102370,231.4,0,0,22050,1,0.0,227.39302,-5.538,134.93,0.043,4,1.0,0,0.389,0,0.515,21,Drew Barrymore
10,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074,202008,4,4454273,202.00784,0,0,22050,1,0.1049,194.86766,-6.371,120.074,0.269,4,1.0,0,0.771,0,0.76,21,Hit Different
11,0.76,0.607,7,-6.274,1,0.0964,0.00277,0.0,0.132,0.709,105.979,188187,4,4149516,188.18668,0,0,22050,1,0.20322,184.41869,-6.274,105.979,0.862,4,1.0,7,0.867,1,0.541,21,The Other Side (from Trolls World Tour)
12,0.645,0.396,8,-15.325,1,0.0728,0.00281,0.162,0.0871,0.637,159.868,247110,4,5448780,247.1102,0,0,22050,1,6.31002,234.7073,-15.325,159.868,0.876,4,1.0,8,0.677,1,0.631,21,SZA - Remix
13,0.375,0.679,0,-9.134,1,0.0365,0.478,0.00474,0.609,0.158,82.029,61346,3,1352672,61.34567,0,0,22050,1,0.0,61.34567,-9.134,82.029,0.0,3,1.0,0,0.045,1,0.428,21,SZA
14,0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925,171806,4,3788314,171.80562,0,0,22050,1,0.0,168.7278,-4.933,101.925,0.105,4,0.993,11,0.314,1,0.429,21,The Weekend - Funk Wav Remix
15,0.876,0.301,2,-16.168,0,0.0576,0.615,0.0026,0.113,0.307,117.038,183051,4,4036271,183.05084,0,0,22050,1,0.0,179.83273,-16.168,117.038,0.809,4,0.94,2,0.789,0,0.729,21,SZA
16,0.613,0.442,6,-8.874,1,0.288,0.651,0.0,0.26,0.252,119.737,181120,5,3993696,181.12,0,0,22050,1,0.14798,167.71773,-8.874,119.737,0.078,5,1.0,6,0.29,1,0.504,21,Supermodel
17,0.799,0.597,5,-5.131,0,0.0611,0.0788,5.66e-06,0.1,0.419,110.001,199849,4,4406678,199.84933,0,0,22050,1,0.17986,192.18576,-5.131,110.001,0.664,4,1.0,5,0.179,0,0.245,21,What Lovers Do (feat. SZA)
18,0.713,0.618,8,-8.18,1,0.0585,0.0463,0.0,0.249,0.397,101.996,188500,4,4156425,188.5,0,0,22050,1,0.0,182.31728,-8.18,101.996,0.407,4,1.0,8,0.32,1,0.36,21,SZA
19,0.624,0.532,0,-7.146,1,0.124,0.269,5.17e-05,0.158,0.362,76.453,253587,4,5591586,253.58667,0,0,22050,1,0.0,250.22404,-7.146,76.453,0.366,4,1.0,0,0.253,1,0.455,21,Normal Girl
20,0.765,0.421,0,-7.615,1,0.0897,0.322,9.04e-05,0.124,0.328,126.04,228762,4,5044192,228.76154,0,0,22050,1,0.0,222.65034,-7.615,126.04,0.568,4,1.0,0,0.74,1,0.605,21,SZA
21,0.73,0.457,9,-7.26,1,0.283,0.0705,0.0,0.124,0.549,111.352,208400,4,4595220,208.4,0,0,22050,1,0.0,204.86966,-7.26,111.352,0.425,4,0.969,9,0.467,1,0.485,21,Garden (Say It Like Dat)
22,0.5,0.515,7,-8.283,1,0.31,0.442,0.00018,0.0681,0.566,85.173,200968,4,4431349,200.96822,0,0,22050,1,0.0,192.61533,-8.283,85.173,0.05,4,0.255,7,0.0,1,0.315,21,Score (feat. SZA & 6LACK)
23,0.646,0.336,7,-16.276,1,0.325,0.295,0.165,0.0964,0.172,134.728,130482,4,2877120,130.48163,0,0,22050,1,0.11546,122.61297,-16.276,134.728,0.61,4,1.0,7,0.552,1,0.531,21,SZA
24,0.71,0.165,0,-16.325,1,0.0446,0.00347,0.861,0.108,0.138,119.998,257332,4,5674176,257.33224,0,0,22050,1,0.0,255.12344,-16.325,119.998,0.288,4,0.829,0,0.0,1,0.0,21,SZA
25,0.693,0.713,10,-4.489,0,0.351,0.343,0.0,0.102,0.615,137.335,266080,4,5867064,266.08,0,0,22050,1,0.0,259.3785,-4.489,137.335,0.45,4,0.991,10,0.271,0,0.428,21,Doves In The Wind (feat. Kendrick Lamar)
26,0.724,0.772,6,-4.389,0,0.184,0.25,0.0,0.308,0.347,95.074,168280,4,3710574,168.28,0,0,22050,1,3.43655,165.98785,-4.389,95.074,0.48,4,1.0,6,0.0,0,0.168,21,Staring At The Sun (feat. SZA)
27,0.723,0.198,1,-14.923,0,0.277,0.763,0.932,0.144,0.535,141.004,177580,4,3915648,177.58041,0,0,22050,1,2.08399,177.58041,-14.923,141.004,0.914,4,1.0,1,0.0,0,0.0,21,SZA
28,0.714,0.691,4,-4.322,0,0.0621,0.311,2.08e-05,0.258,0.548,99.002,217395,4,4793551,217.3946,0,0,22050,1,0.0,212.54385,-4.336,98.95,0.434,4,1.0,4,0.277,0,0.293,21,Just For Me (with SZA) - Space Jam: A New Legacy
29,0.886,0.473,7,-7.338,0,0.255,0.27,2.58e-05,0.0864,0.438,135.065,200205,4,4414527,200.2053,0,0,22050,1,0.08163,189.16136,-7.338,135.065,0.656,4,0.995,7,0.628,0,0.523,21,I Do (feat. SZA)
30,0.74,0.317,1,-10.102,0,0.0663,0.818,0.0,0.139,0.6,101.942,209472,4,4618857,209.47197,0,0,22050,1,0.22063,206.55891,-10.102,101.942,0.449,4,0.972,1,0.477,0,0.475,21,SZA
31,0.584,0.406,6,-10.576,0,0.421,0.642,0.0,0.296,0.197,87.876,169221,4,3731328,169.22122,0,0,22050,1,0.13347,166.33615,-10.576,87.876,0.111,4,1.0,6,0.405,0,0.468,21,SZA
32,0.537,0.411,7,-14.059,1,0.502,0.487,9.21e-06,0.3,0.207,94.292,216832,4,4781137,216.8316,0,0,22050,1,0.0,207.19167,-14.059,94.292,0.239,4,1.0,7,0.446,1,0.622,21,The Need to Know (feat. SZA)
33,0.896,0.431,1,-9.038,1,0.301,0.0284,0.0,0.0632,0.682,129.987,147670,4,3256128,147.6702,0,0,22050,1,3.44236,139.92924,-9.038,129.987,0.786,4,1.0,1,0.496,1,0.443,21,SZA
34,0.569,0.299,11,-8.603,1,0.275,0.739,0.0,0.054,0.505,81.049,198160,4,4369428,198.16,0,0,22050,1,0.0,193.26549,-8.603,81.049,0.102,4,0.089,11,0.385,1,0.503,21,20 Something
35,0.639,0.621,9,-8.443,0,0.0519,0.0898,0.0,0.0961,0.285,129.93,112953,4,2490624,112.95347,0,0,22050,1,0.0,107.29361,-8.443,129.93,0.458,4,1.0,9,0.597,0,0.611,21,SZA
36,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667,4,4601100,208.66667,0,0,22050,1,0.0,206.01904,-3.463,110.97,0.902,4,0.995,8,0.727,1,0.675,21,Kiss Me More (feat. SZA)
37,0.635,0.684,9,-7.817,1,0.315,0.000483,0.0,0.396,0.424,155.763,85698,4,1889631,85.69755,0,0,22050,1,0.15084,85.69755,-7.817,155.763,0.201,4,1.0,9,0.587,1,0.438,21,SZA
38,0.781,0.692,8,-3.479,1,0.0301,0.245,0.000168,0.123,0.726,110.962,208867,4,4605510,208.86667,0,0,22050,1,0.49474,206.45442,-3.479,110.962,0.926,4,0.987,8,0.714,1,0.669,21,Kiss Me More (feat. SZA)
39,0.883,0.584,7,-2.102,0,0.0465,0.0392,4.39e-06,0.0869,0.784,144.975,161067,4,3551520,161.06667,0,0,22050,1,0.38327,158.44136,-2.102,144.975,0.767,4,1.0,7,0.658,0,0.526,21,Consideration
40,0.597,0.495,8,-8.674,1,0.201,0.215,0.000163,0.104,0.171,76.991,253800,4,5596290,253.8,0,0,22050,1,0.1541,246.93262,-8.674,76.991,0.08,4,1.0,8,0.42,1,0.561,21,9
41,0.603,0.606,9,-6.634,1,0.114,0.799,0.0,0.391,0.462,80.176,161613,4,3563574,161.61333,0,0,22050,1,0.0,159.02766,-6.634,80.176,0.251,4,0.976,9,0.024,1,0.32,21,Go Gina
42,0.639,0.859,9,-2.758,0,0.147,0.135,0.0,0.129,0.566,93.132,221379,4,4881402,221.37878,0,0,22050,1,0.0,214.97034,-2.758,93.132,0.415,4,1.0,9,0.349,0,0.397,21,Just Us (feat. SZA)
43,0.663,0.458,1,-8.419,1,0.036,0.316,4.4e-06,0.114,0.217,99.971,249403,4,5499332,249.40282,0,0,22050,1,0.19773,242.74141,-8.419,99.971,0.201,4,1.0,1,0.604,1,0.635,21,The Anonymous Ones (SZA Version) - From The “Dear Evan Hansen” Original Motion Picture Soundtrack
44,0.805,0.702,1,-4.877,1,0.0887,0.0639,0.0,0.123,0.225,120.048,196133,4,4324740,196.13333,0,0,22050,1,0.0,184.62186,-4.877,120.048,0.86,4,0.806,1,0.673,1,0.638,21,Prom
45,0.652,0.906,9,-4.032,1,0.161,0.13,0.0681,0.504,0.559,125.103,167277,4,3688448,167.27655,0,0,22050,1,0.0,160.72272,-4.032,125.103,0.346,4,1.0,9,0.255,1,0.378,21,West Savannah (feat. SZA)
46,0.639,0.836,0,-4.878,0,0.048,0.027,0.0,0.283,0.814,104.998,216720,4,4778676,216.72,0,0,22050,1,2.13624,211.49896,-4.878,104.998,0.462,4,0.964,0,0.024,0,0.275,21,Santa Claus Is Coming To Town
47,0.759,0.342,1,-9.044,0,0.0406,0.775,0.0,0.112,0.22,99.995,216234,4,4767967,216.23433,0,0,22050,1,0.15719,193.29451,-9.044,99.995,0.196,4,1.0,1,0.541,0,0.646,21,Childs Play (feat. Chance the Rapper)
48,0.821,0.681,7,-6.834,1,0.177,0.000794,1.91e-05,0.11,0.249,93.991,166906,4,3680278,166.90604,0,0,22050,1,0.0,161.95338,-6.834,93.991,0.101,4,1.0,7,0.523,1,0.566,21,Freaky Girls (feat. SZA)
49,0.362,0.518,1,-7.687,1,0.306,0.223,0.00314,0.316,0.348,89.667,245947,4,5423124,245.94667,0,0,22050,1,0.0,238.28899,-7.687,89.667,0.143,4,1.0,1,0.201,1,0.387,21,Pretty Little Birds (feat. Isaiah Rashad)
0,0.514,0.506,10,-7.095,0,0.28,0.402,2.56e-05,0.191,0.312,88.044,166998,4,3682303,166.99786,0,0,22050,1,0.0,163.89224,-7.095,88.044,0.26,4,0.734,10,0.402,0,0.527,24,Gonna Love Me
1,0.528,0.463,4,-8.028,0,0.173,0.773,1.96e-06,0.178,0.429,115.003,161275,4,3556112,161.27492,0,0,22050,1,0.08145,158.69678,-8.028,115.003,0.408,4,1.0,4,0.324,0,0.429,24,69
2,0.528,0.523,7,-4.82,1,0.0523,0.833,1.53e-06,0.103,0.692,93.06,185979,4,4100842,185.97923,0,0,22050,1,0.0,182.26503,-4.82,93.06,0.389,4,0.613,7,0.661,1,0.593,24,Issues/Hold On
3,0.478,0.505,0,-7.635,1,0.298,0.647,0.0,0.161,0.369,131.642,245000,4,5402250,245.0,0,0,22050,1,0.26685,240.35556,-7.635,131.642,0.366,4,0.986,0,0.327,1,0.44,24,Maybe
4,0.543,0.567,2,-5.241,0,0.129,0.468,0.0,0.171,0.351,143.744,222828,4,4913365,222.82834,0,0,22050,1,0.0,219.73042,-5.241,143.744,0.255,4,1.0,2,0.401,0,0.402,24,Rose In Harlem
5,0.234,0.35,10,-8.824,1,0.0372,0.856,0.0,0.117,0.223,86.504,245667,4,5416950,245.66667,0,0,22050,1,0.25556,241.38884,-8.824,86.504,0.002,4,0.132,10,0.116,1,0.337,24,Sorry
6,0.583,0.766,11,-4.743,0,0.405,0.502,1.79e-06,0.159,0.203,131.374,215329,3,4748004,215.32898,0,0,22050,1,0.19737,204.86385,-4.743,131.374,0.156,3,1.0,11,0.502,0,0.561,24,Wake Up Love
7,0.614,0.451,6,-9.866,0,0.114,0.132,0.0,0.128,0.214,82.182,349347,4,7703094,349.34668,0,0,22050,1,0.22063,325.3464,-9.866,82.182,0.376,4,1.0,6,0.465,0,0.532,24,Us vs. The World (feat. Chris Brown & Teyana Taylor)
8,0.547,0.6,10,-7.546,0,0.351,0.211,0.0,0.145,0.49,89.041,289147,4,6375684,289.14667,0,0,22050,1,0.31193,277.6468,-7.546,89.041,0.431,4,0.819,10,0.426,0,0.518,24,"Gonna Love Me (feat. Ghostface Killah, Method Man & Raekwon) - Remix"
9,0.425,0.706,10,-2.766,0,0.193,0.276,0.0,0.0998,0.715,89.331,221713,4,4888774,221.7131,0,0,22050,1,0.0,212.3523,-2.766,89.331,0.161,4,0.749,10,0.303,0,0.407,24,How You Want It? (feat. King Combs)
10,0.586,0.665,5,-6.903,0,0.2,0.325,0.0,0.173,0.439,72.443,281043,4,6197000,281.0431,0,0,22050,1,0.0,277.31012,-6.903,72.443,0.048,4,0.938,5,0.576,0,0.537,24,Ever Ever
11,0.579,0.632,3,-7.732,0,0.0918,0.677,0.0,0.0892,0.76,120.262,253947,3,5599524,253.94667,0,0,22050,1,0.19374,241.8126,-7.732,120.262,0.343,3,0.127,3,0.524,0,0.603,24,Morning
12,0.497,0.755,4,-4.406,0,0.513,0.52,1.07e-06,0.151,0.215,81.955,213045,4,4697652,213.04544,0,0,22050,1,0.3288,209.13052,-4.406,81.955,0.069,4,0.823,4,0.705,0,0.531,24,Wake Up Love (feat. IMAN)
13,0.756,0.486,9,-6.491,0,0.2,0.138,0.0,0.116,0.586,98.05,236296,4,5210325,236.29591,0,0,22050,1,0.33066,232.44916,-6.491,98.05,0.315,4,1.0,9,0.0,0,0.207,24,F You I Love You (feat. Teyana Taylor)
14,0.519,0.914,6,-3.327,0,0.344,0.175,0.0,0.0855,0.772,95.989,199655,4,4402393,199.65501,0,0,22050,1,0.18989,190.24109,-3.327,95.989,0.526,4,1.0,6,0.421,0,0.608,24,Made It
15,0.73,0.498,5,-8.629,0,0.064,0.138,0.083,0.187,0.498,117.975,128652,4,2836777,128.65202,0,0,22050,1,0.1805,124.59828,-8.629,117.975,0.57,4,1.0,5,0.406,0,0.525,24,Bare Wit Me
16,0.535,0.553,9,-8.911,0,0.222,0.423,0.000141,0.1,0.488,130.409,257790,4,5684264,257.78976,0,0,22050,1,0.0941,233.92363,-8.911,130.409,0.117,4,0.99,9,0.222,0,0.246,24,Lowkey (feat. Erykah Badu)
17,0.492,0.698,5,-2.801,0,0.184,0.292,0.0,0.0989,0.749,94.59,222213,4,4899804,222.21333,0,0,22050,1,0.0,212.3465,-2.801,94.59,0.21,4,1.0,5,0.0,0,0.061,24,How You Want It?
18,0.568,0.682,4,-8.233,0,0.55,0.724,2.48e-06,0.11,0.435,125.223,182667,5,4027800,182.66667,0,0,22050,1,0.06975,179.17097,-8.233,125.223,0.47,5,1.0,4,0.835,0,0.629,24,Killa (feat. DaVido)
19,0.602,0.419,0,-11.849,1,0.508,0.581,0.0,0.0851,0.211,83.862,203279,4,4482298,203.27882,0,0,22050,1,2.18268,182.50304,-11.849,83.862,0.212,4,1.0,0,0.241,1,0.403,24,Home Body (feat. Teyana Taylor & Melii) - Remix
20,0.597,0.564,1,-6.968,1,0.232,0.119,0.0,0.229,0.235,135.92,252667,4,5571300,252.66667,0,0,22050,1,0.24367,246.72943,-6.968,135.92,0.161,4,0.97,1,0.514,1,0.565,24,Do Not Disturb
21,0.71,0.554,4,-7.01,0,0.205,0.464,5.22e-05,0.0961,0.32,113.938,237900,4,5245694,237.89995,0,0,22050,1,0.07029,234.50414,-7.01,113.938,0.804,4,1.0,4,0.439,0,0.474,24,Concrete
22,0.573,0.661,10,-5.994,0,0.353,0.532,0.0,0.321,0.468,77.955,230907,4,5091492,230.90668,0,0,22050,1,3.57007,230.90666,-5.994,77.955,0.059,4,0.823,10,0.056,0,0.246,24,You (feat. Teyana Taylor)
23,0.594,0.732,11,-5.852,0,0.417,0.307,4.29e-05,0.111,0.558,175.979,212360,4,4682538,212.36,0,0,22050,1,0.26875,205.42694,-5.852,175.979,0.404,4,1.0,11,0.181,0,0.226,24,Limos
24,0.696,0.463,7,-8.562,1,0.126,0.824,0.0,0.104,0.53,81.35,174200,4,3841112,174.20009,0,0,22050,1,0.0,156.36897,-8.562,81.35,0.235,4,0.991,7,0.732,1,0.7,24,Hurry
25,0.74,0.915,6,-3.339,0,0.193,0.192,0.0,0.0856,0.78,96.034,198552,4,4378078,198.55229,0,0,22050,1,0.41161,190.46169,-3.339,96.034,0.127,4,1.0,6,0.44,0,0.564,24,Made It
26,0.909,0.52,2,-7.417,1,0.0606,0.0116,2.91e-06,0.0677,0.576,119.825,166850,4,3679042,166.84998,0,0,22050,1,0.0,166.84998,-7.417,119.825,0.782,4,1.0,2,0.277,1,0.261,24,WTP
27,0.548,0.398,0,-8.187,1,0.293,0.359,0.0,0.291,0.579,127.899,331469,4,7308884,331.46866,0,0,22050,1,0.0,315.30377,-8.187,127.899,0.07,4,1.0,0,0.279,1,0.426,24,Boomin (feat. Missy Elliott & Future)
28,0.714,0.495,5,-8.653,0,0.0817,0.14,0.101,0.249,0.504,117.989,129807,4,2862237,129.80667,0,0,22050,1,0.19732,124.6215,-8.653,117.989,0.415,4,1.0,5,0.439,0,0.563,24,Bare Wit Me
29,0.579,0.632,3,-7.732,0,0.0921,0.679,0.0,0.0892,0.755,120.256,253947,3,5599524,253.94667,0,0,22050,1,0.19374,241.8126,-7.732,120.256,0.343,3,0.127,3,0.525,0,0.602,24,Morning
30,0.543,0.567,2,-5.241,0,0.129,0.467,0.0,0.171,0.351,143.731,222828,4,4913365,222.82834,0,0,22050,1,0.0,219.73042,-5.241,143.731,0.255,4,1.0,2,0.4,0,0.401,24,Rose In Harlem
31,0.577,0.5,10,-7.143,0,0.276,0.439,2.7e-05,0.206,0.325,88.078,167000,4,3682350,167.0,0,0,22050,1,0.0,163.89806,-7.143,88.078,0.269,4,0.62,10,0.386,0,0.527,24,Gonna Love Me
32,0.56,0.541,3,-7.731,0,0.094,0.553,0.0,0.298,0.638,119.839,287163,4,6331955,287.16348,0,0,22050,1,0.0,287.16348,-7.731,119.839,0.324,4,0.3,3,0.498,0,0.519,24,Morning (with Kehlani)
33,0.449,0.307,6,-9.575,1,0.0682,0.787,0.0,0.142,0.346,116.901,203636,1,4490182,203.63637,0,0,22050,1,0.0,203.63637,-9.575,116.901,0.026,1,0.8,6,0.687,1,0.603,24,3Way
34,0.428,0.916,8,-2.998,0,0.42,0.158,0.0,0.321,0.482,88.13,249253,4,5496036,249.25333,0,0,22050,1,0.0,246.42177,-2.998,88.13,0.225,4,0.987,8,0.54,0,0.462,24,Rich Nigga Lifestyle (feat. Nipsey Hussle & Teyana Taylor)
35,0.395,0.64,5,-3.678,0,0.0792,0.271,0.0,0.112,0.383,174.228,249613,4,5503974,249.61333,0,0,22050,1,0.15034,245.19691,-3.678,174.228,0.086,4,0.994,5,0.458,0,0.642,24,Made It from Nothing (feat. Teyana Taylor and Rick Ross)
36,0.749,0.844,11,-3.645,1,0.137,0.0159,1.45e-06,0.0628,0.4,160.046,245133,4,5405184,245.13306,0,0,22050,1,0.0,239.31647,-3.645,160.046,0.202,4,1.0,11,0.814,1,0.494,24,"Ballin' (feat. Wiz Khalifa, Teyana Taylor)"
37,0.63,0.456,4,-9.568,1,0.131,0.473,2.61e-06,0.216,0.362,107.809,159924,4,3526326,159.92409,0,0,22050,1,6.84408,146.1464,-9.568,107.809,0.458,4,0.981,4,0.327,1,0.409,24,Never Would Have Made It
38,0.791,0.554,6,-7.85,0,0.103,0.0619,4.97e-06,0.11,0.542,83.002,166844,4,3678916,166.84425,0,0,22050,1,0.0,161.31483,-7.85,83.002,0.054,4,1.0,6,0.0,0,0.256,24,Feel Something (feat. Teyana Taylor)
39,0.46,0.717,6,-5.91,0,0.218,0.283,2.6e-06,0.494,0.497,84.134,249197,4,5494783,249.1965,0,0,22050,1,0.06295,245.22014,-5.91,84.134,0.107,4,1.0,6,0.059,0,0.256,24,Come Back To Me (feat. Junie & Rick Ross)
40,0.498,0.608,8,-5.299,0,0.0488,0.243,8.08e-05,0.312,0.515,146.038,98662,4,2175492,98.66177,0,0,22050,1,0.0,98.66177,-5.299,146.038,0.05,4,1.0,8,0.0,0,0.347,24,No Manners
41,0.43,0.443,1,-6.38,0,0.187,0.799,0.0,0.113,0.516,169.38,159702,5,3521425,159.70181,0,0,22050,1,0.0,156.35156,-6.38,169.38,0.037,5,0.983,1,0.846,0,0.621,24,Wrong Bitch
42,0.64,0.436,5,-6.031,0,0.0655,0.454,2.58e-06,0.278,0.151,101.928,227447,4,5015213,227.4473,0,0,22050,1,0.16259,225.1581,-6.031,101.928,0.296,4,1.0,5,0.169,0,0.409,24,Shoot It Up (feat. Big Sean)
43,0.594,0.617,1,-5.806,0,0.124,0.422,0.0,0.245,0.411,98.878,268093,4,5911458,268.09332,0,0,22050,1,0.07438,268.09332,-5.806,98.878,0.329,4,1.0,1,0.518,0,0.625,24,Broken Hearted Girl
44,0.514,0.64,7,-7.933,1,0.283,0.0731,5.22e-05,0.869,0.434,60.303,246503,4,5435391,246.50299,0,0,22050,1,0.6176,243.44382,-7.933,60.303,0.04,4,0.905,7,0.935,1,0.64,24,We Got Love (feat. Ms. Lauryn Hill )
45,0.727,0.634,8,-6.681,0,0.0607,0.535,2.78e-06,0.0983,0.411,125.017,151720,4,3345427,151.72005,0,0,22050,1,0.06417,139.163,-6.681,125.017,0.463,4,1.0,8,0.647,0,0.321,24,Let's Build (feat. Quavo)
46,0.395,0.64,5,-3.678,0,0.0792,0.271,0.0,0.112,0.383,174.228,249613,4,5503974,249.61333,0,0,22050,1,0.15034,245.19691,-3.678,174.228,0.086,4,0.994,5,0.458,0,0.642,24,Made It from Nothing (feat. Teyana Taylor and Rick Ross)
47,0.353,0.493,6,-4.894,1,0.0299,0.908,0.0,0.131,0.443,92.91,139489,4,3075730,139.48889,0,0,22050,1,0.0,134.55965,-4.894,92.91,0.231,4,0.191,6,0.055,1,0.244,24,Lose Each Other
48,0.563,0.616,3,-8.333,0,0.158,0.0464,0.0,0.0886,0.289,82.927,268387,4,5917926,268.38666,0,0,22050,1,0.0,265.40408,-8.333,82.927,0.058,4,0.933,3,0.5,0,0.346,24,Sin City
49,0.714,0.495,5,-8.653,0,0.0817,0.14,0.101,0.249,0.504,117.989,129807,4,2862237,129.80667,0,0,22050,1,0.19732,124.6215,-8.653,117.989,0.415,4,1.0,5,0.439,0,0.563,24,Bare Wit Me
0,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014,4,4211857,191.01392,0,0,22050,1,0.06408,182.41595,-4.645,118.091,0.869,4,1.0,0,0.214,1,0.468,25,Save Your Tears (with Ariana Grande) (Remix)
1,0.515,0.731,1,-5.934,1,0.0592,0.00146,9.59e-05,0.0897,0.336,171.004,200040,4,4410882,200.04,0,0,22050,1,0.0,193.09714,-5.934,171.004,0.875,4,1.0,1,0.0,1,0.153,25,Blinding Lights
2,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4,4410882,200.04,0,0,22050,1,0.0,193.09714,-5.934,171.005,0.875,4,1.0,1,0.0,1,0.152,25,Blinding Lights
3,0.665,0.771,0,-5.779,1,0.0533,0.0155,9.6e-06,0.46,0.764,109.948,265600,4,5856480,265.6,0,0,22050,1,0.0,261.2419,-5.779,109.948,0.374,4,0.956,0,0.51,1,0.558,25,Secrets
4,0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,220196,4,4855328,220.19627,0,0,22050,1,0.0,211.80663,-6.01,121.004,0.844,4,1.0,8,0.154,1,0.331,25,Take My Breath
5,0.706,0.775,9,-5.527,0,0.0447,0.12,0.0,0.0884,0.601,107.949,213525,4,4708236,213.52544,0,0,22050,1,2.11302,206.6692,-5.527,107.949,0.741,4,1.0,9,0.742,0,0.582,25,Can't Feel My Face
6,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4,4105122,186.17332,0,0,22050,1,0.0,177.92871,-6.414,128.986,0.917,4,1.0,8,0.622,1,0.538,25,You Right
7,0.705,0.769,9,-5.526,0,0.0426,0.112,0.0,0.105,0.59,107.939,213520,4,4708116,213.52,0,0,22050,1,2.10721,206.6634,-5.526,107.939,0.738,4,1.0,9,0.796,0,0.622,25,Can't Feel My Face
8,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,4754568,215.62666,0,0,22050,1,0.07687,210.49469,-5.487,118.051,0.857,4,0.857,0,0.326,1,0.5,25,Save Your Tears
9,0.585,0.564,0,-7.063,0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253,4,5341686,242.25333,0,0,22050,1,0.15043,229.62213,-7.063,113.003,0.213,4,1.0,0,0.803,0,0.891,25,The Hills
10,0.773,0.819,0,-5.946,0,0.118,0.426,0.0,0.0679,0.585,92.99,269187,4,5935566,269.18668,0,0,22050,1,0.19778,248.34322,-5.946,92.99,0.518,4,1.0,0,0.348,0,0.557,25,I Feel It Coming
11,0.57,0.624,5,-9.829,0,0.0462,0.241,0.0,0.125,0.0778,133.981,249109,4,5492854,249.10902,0,0,22050,1,0.29583,243.58313,-9.829,133.981,0.505,4,0.994,5,0.118,0,0.135,25,Often
12,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453,4,5081496,230.45332,0,0,22050,1,2.85025,221.72736,-7.015,186.003,0.338,4,1.0,7,0.608,1,0.605,25,Starboy
13,0.847,0.487,0,-8.201,1,0.1,0.00607,0.606,0.0624,0.451,115.999,350116,4,7720061,350.11615,0,0,22050,1,0.0,346.7784,-8.201,115.999,0.957,4,1.0,0,0.777,1,0.731,25,The Weekend - Michael Gray Glitterbox Mix
14,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,260253,4,5738586,260.25333,0,0,22050,1,0.0,245.03438,-7.163,133.249,0.165,4,1.0,1,0.0,0,0.266,25,Die For You
15,0.722,0.331,8,-7.789,1,0.0726,0.337,0.282,0.146,0.102,143.961,313547,4,6913704,313.54666,0,0,22050,1,0.08753,299.09042,-7.789,143.961,0.351,4,1.0,8,0.181,1,0.442,25,Low Life (feat. The Weeknd)
16,0.515,0.727,1,-5.961,1,0.0592,0.00157,0.000141,0.0883,0.344,170.98,200046,4,4411010,200.0458,0,0,22050,1,0.0,193.10875,-5.961,170.98,0.925,4,1.0,1,0.0,1,0.268,25,Blinding Lights
17,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,228373,3,5035632,228.37334,0,0,22050,1,0.0,224.17705,-4.954,134.17,0.294,3,1.0,1,0.247,1,0.252,25,Call Out My Name
